ID	Label	Definition	Definition Source	Editor	Parent Class	Comment
http://fairsharing.org/fso/FSO_0011437	Information technology specialist 	"Information systems and technology infrastructure manager, expert, or technician.n/ahttp://www.tbs-sct.gc.ca/cioscripts/gloss/gloss-alpha_e.asp?SubjectID=128&who=/im-gi/"	CASRAI. https://casrai.org/term/information-technology-specialist/	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011438	Key stakeholder 	"A subset of Stakeholders who, if their support were to be withdrawn, would cause the project to fail.REFERENCE. Cornell Project Management Methodology"	CASRAI. https://casrai-test.evision.ca/?page_id=314	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011439	Laboratory manager	The person who is responsible for the overall administration and the scientific and technical operation of a laboratory including the supervision of tests and the reporting of results of tests. The laboratory manager is responsible for assuring that the laboratory complies with all laws and regulations and is in conformance with all applicable standards. General &hellip; <a href=CASRAI. https://casrai.org/term/laboratory-manager/ class=more-link	CASRAI. https://casrai-test.evision.ca/?page_id=316	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011440	Laboratory supervisor	A person who under the general supervision of a laboratory manager supervises laboratory personnel and who may perform tests requiring special scientific skills. SYNONYM. Laboratory technical directorn/ahttp://www.ontario.ca/laws/regulation/900682	CASRAI. https://casrai-test.evision.ca/?page_id=317	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011441	Laboratory technician	A person who under direct supervision performs laboratory tests which require limited technical skill and responsibilities.n/ahttp://www.oaml.com/prog_role.html	CASRAI. https://casrai-test.evision.ca/?page_id=318	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011442	Laboratory technologist	A person who under general supervision performs tests which require the exercise of independent judgment.n/ahttp://www.oaml.com/prog_role.html	CASRAI. https://casrai-test.evision.ca/?page_id=319	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011443	Manager	"Program delivery managers and support function managers, at all levels in an institution who are accountable for the direct delivery and support of programs and services within their domain of business responsibility. SYNONYM. Chief. RELATED TERM. Research manager; Project manager; Principal Investigatorn/ahttp://www.tbs-sct.gc.ca/cioscripts/gloss/gloss-alpha_e.asp?SubjectID=128&who=/im-gi/"	CASRAI. https://casrai-test.evision.ca/?page_id=328	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011444	Principal Investigator	"The Principal Investigator (P.I.) is a researcher who has a research leadership role and is the point of contact for a project or partnership that applies the scientific method, historical method, or other research methodology for the advancement of knowledge resulting in independent, objective, high quality, traceable, and reproducible results. The P.I. has primary responsibility &hellip; <a href=CASRAI. https://casrai.org/term/principal-investigator/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=381	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011445	Program manager	"The person responsible for creating the organizational environment culture by providing clear direction and circumstances that allow people to be successful. The program manager is judged on the elements time, cost, and scope, cumulatively for all the projects and operations within the program. Program management decisions are both tactical and strategic in nature. The strategy &hellip; <a href=CASRAI. https://casrai.org/term/program-manager/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=390	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011446	Project manager	"The person who is tasked with delivering a project within the boundaries and framework established by the program manager. The project manager is and should be delivery and execution focused and is judged on the elements of time, cost, and scope of the project. The person responsible for ensuring that the Project Team completes the &hellip; <a href=CASRAI. https://casrai.org/term/project-manager/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=394	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011447	Project team member	"Responsible for executing tasks and producing deliverables as outlined in the Project Plan and directed by the Project Manager, at whatever level of effort or participation has been defined for them.REFERENCE. Cornell Project Management Methodology"	CASRAI. https://casrai-test.evision.ca/?page_id=396	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011448	Research manager	"The person who manages or coordinates resources, personnel, facilities, and operating funds-allocations in an organization conducting research, development and analysis (RDA) in the natural and physical sciences. A research manager determines the nature, priority objectives and the resources committed to their achievement within and across the organizations, and evaluates program outputs in relation to organizational &hellip; <a href=CASRAI. https://casrai.org/term/research-manager/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=450	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011449	Research scientist	"A scientist who conducts activities in: (1) Research, development and analysis (RDA); (2) Managing research; and, (3) Representation and client services. SYNONYM. RES. RELATED TERM. Scientist; Research contextn/a"	CASRAI. https://casrai-test.evision.ca/?page_id=453	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011450	Scientist	A person who is studying or has expert knowledge of one or more of the natural or physical sciences. RELATED TERM. ScienceREFERENCE. Oxford dictionnary	CASRAI. https://casrai-test.evision.ca/?page_id=475	Peter McQuilton	Person/Individual	CASRAI
http://fairsharing.org/fso/FSO_0011451	Creativity	"The ability to have an innovative approach to research by creating new or modified current concepts, theories, approaches and/or solutions."	CASRAI. https://casrai.org/term/creativity/	Peter McQuilton	Soft Skill	CASRAI
http://fairsharing.org/fso/FSO_0011452	Operational management	"Ongoing organizational activities associated with supporting functional elements, as opposed to project elements. Operational management also includes support of products that the organization has created through project activity.REFERENCE. Project Management Institute (2006) The Standard for Program Management."	CASRAI. https://casrai-test.evision.ca/?page_id=360	Peter McQuilton	Soft Skill	CASRAI
http://fairsharing.org/fso/FSO_0011453	Organizational leadership	"Organizational leadership is: (a) The ability to attract, assess, mobilize and focus energies and talent to work towards a shared purpose aligned with the mandate of the organization; (b) The ability to change culture, processes and priorities within the organization; and, (c) The ability to mentor.REFERENCE. Government of Canada (2006) Model guide for the preparation &hellip; <a href=CASRAI. https://casrai.org/term/organizational-leadership/ class=more-link"	CASRAI. https://casrai-test.evision.ca/?page_id=361	Peter McQuilton	Soft Skill	CASRAI
http://fairsharing.org/fso/FSO_0011455	Access	"The continued, available for use, ongoing usability of a digital resource, retaining all qualities of authenticity, accuracy and functionality deemed to be essential for the purposes the digital material was created and/or acquired for. Users who have access can retrieve, manipulate, copy, and store copies on a wide range of hard drives and external devices."	CASRAI. https://casrai.org/term/access	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011456	Access control list	A list used to grant permission matched against credentials.	CASRAI. https://casrai.org/term/access-control-list/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011457	Access controls	"Given a data object name, access controls define access relationships between the following metadata: data object name, a user name (or user group, or user role), and access permission. The information can be stored as metadata information associated with each data object. The information can be generated dynamically by applying the access controls of the collection that organizes the data objects."	CASRAI. https://casrai.org/term/access-controls/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011458	Access workflow	A type of access entity that contains the services and functions which make the data object holdings and their information content and related services visible to data consumers.	CASRAI. https://casrai.org/term/access-workflow/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011459	Accession number	Numbers used by the National Center for Biotechnology Information (NCBI) that are unique and citable.	CASRAI. https://casrai.org/term/accession-number/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011460	Analogue materials	"Non-digital materials that have a physical presence (e.g., written and printed material)."	CASRAI. https://casrai.org/term/analogue-materials/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011461	Analogue signals	Continuous electronic signals.	CASRAI. https://casrai.org/term/analogue-signals/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011462	Analytical quality control	"Processes and procedures designed to ensure that the results of laboratory analysis are consistent, comparable, accurate and within specified limits of precision."	CASRAI. https://casrai.org/term/analytical-quality-control/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011463	Analytics	The discovery of meaningful multidimensional patterns in data.	CASRAI. https://casrai.org/term/analytics/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011464	Anomaly	"A rule, practice, or observation that is different from what is normal or usual."	CASRAI. https://casrai.org/term/anomaly/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011465	Anonymity	"A form of privacy that is not usually needed or wanted. There are occasions, however, when a user may want anonymity (for example, to report a crime). The need is sometimes met through the use of a site, called a remailer that re-posts a message from its own address, thus disguising the originator of the message."	CASRAI. https://casrai.org/term/anonymity/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011466	Application Vulnerability Description Language	An XML definition for exchange of information relating to security vulnerabilities of applications exposed to networks.	CASRAI. https://casrai.org/term/application-vulnerability-description-language/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011467	Archive	"A place or collection containing static records, documents, or other materials for long-term preservation."	CASRAI. https://casrai.org/term/archive/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011468	At-risk data	"Data that are at risk of being lost. At-risk data include data that are not easily accessible, have been dispersed, have been separated from the research output object, are stored on a medium that is obsolete or at risk of deterioration, data that were not recorded in digital form, and digital data that are available but are not useable because they have been detached from supporting data, metadata, and information needed to use and interpret them intelligently."	CASRAI. https://casrai.org/term/at-risk-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011469	Authenticity metadata	A type of metadata that conveys information needed to link a data object to its original source.	CASRAI. https://casrai.org/term/authenticity-metadata/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011470	Big data	"An evolving term that describes any voluminous amount of structured, semi-structured and unstructured data that have the potential to be mined for information."	CASRAI. https://casrai.org/term/big-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011471	Canonical data collection	"A data collection that has been normalized by some established criteria to allow for effective data management. Examples include: data files that belong to a certain experiment, all files that are created by one specific simulation, all files that belong to a specific observation (same day, same place, etc.)."	CASRAI. https://casrai.org/term/canonical-data-collection/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011472	Catalogue	"A type of collection that describes, and points to features of another collection."	CASRAI. https://casrai.org/term/catalogue/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011473	Change log	"Tracks the progress of each change from submission through review, approval, implementation and closure. The log can be managed manually by using a document or spreadsheet, or it can be managed automatically with a software or Web-based tool."	CASRAI. https://casrai.org/term/change-log/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011474	Checksum	A checksum is a type of metadata and an important property of a data object to allow verifying identity and integrity.	CASRAI. https://casrai.org/term/checksum/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011475	Citable data	A type of referable data that has undergone quality assessment and can be referred to as citations in publications and as part of research objects.	CASRAI. https://casrai.org/term/citable-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011476	Cloud computing	"A large-scale distributed computing paradigm that is driven by economies of scale, in which a pool of abstracted, virtualized, dynamically- scalable, managed computing power, storage, platforms and services are delivered on demand to external customers over the Internet."	CASRAI. https://casrai.org/term/cloud-computing/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011477	Cloud ecosystem	"An ecosystem that includes not only traditional elements of cloud computing such as software and infrastructure, but also consultants, integrators, partners, third parties and anything in their environments that has a bearing on the other components."	CASRAI. https://casrai.org/term/cloud-ecosystem/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011478	Collection management identification	A type of data provenance that adds metadata to identify data collections.	CASRAI. https://casrai.org/term/collection-management-identification/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011479	Comma separated values	A file that contains the values in a table as a series of ASCII text lines organized so that each column value is separated by a comma from the next column's value and each row starts a new line.	CASRAI. https://casrai.org/term/comma-separated-values/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011480	Commit 	The final step in the successful completion of a previously started database change as part of handling a transaction in a computing system.	CASRAI. https://casrai.org/term/commit/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011481	Compliance	Conformance with a law or regulation.	CASRAI. https://casrai.org/term/compliance/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011482	Component	"An entity with a discrete structure within a system considered at a particular level of analysis (e.g., an assembly or software module). Components may be characterized by the services they offer and the internal structures that are required to offer those services."	CASRAI. https://casrai.org/term/component/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011483	Compute intensive	"Any computer application that requires a lot of computation, such as meteorology programs and other scientific applications."	CASRAI. https://casrai.org/term/compute-intensive/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011484	Computer code	"A series of computer instructions written in some human readable computer language, usually stored in a text file."	CASRAI. https://casrai.org/term/computer-code/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011485	Computer intensive	"Any computing application that requires the resources of a lot of computers, such as grid computing."	CASRAI. https://casrai.org/term/computer-intensive/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011486	Confidential information	"Any information obtained by a person on the understanding that they will not disclose it to others, or obtained in circumstances where it is expected that they will not disclose it."	CASRAI. https://casrai.org/term/confidential-information/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011487	Confidentiality	The duties and practices of people and organizations to ensure that individual's personal information only flows from one entity to another according to legislated or otherwise broadly accepted norms and policies.	CASRAI. https://casrai.org/term/confidentiality/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011488	Conformance	The state of having satisfied the requirements of some specific standard(s) and/or specification(s).	CASRAI. https://casrai.org/term/conformance/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011489	Consensus standard	A standard developed through the cooperation of all parties who have an interest in participating in its development and/or use.	CASRAI. https://casrai.org/term/consensus-standard/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011490	Consumer data	"The information trail customers leave behind as a result of their Internet use. This data, which sometimes comprises personal information, comes from such sources and channels as social media networks, marketing campaigns, customer service requests, call centre communications, online browsing data, mobile applications, purchasing history and preferences, and more."	CASRAI. https://casrai.org/term/consumer-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011491	Container	Something able to hold objects. A data repository can hold data objects and collections. In this case the data repository may be considered a type of data container.	CASRAI. https://casrai.org/term/container/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011492	Content information	The set of information that is the original target object that has been registered and is under preservation.	CASRAI. https://casrai.org/term/content-information/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011493	Content replication	"A type of Digital migration where there is no change to the Packaging Information, the Content Information, or the PDI. The bits used to represent these Information Objects are preserved in the transfer to the same or new media instance."	CASRAI. https://casrai.org/term/content-replication/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011494	Controlled vocabulary	"A list of standardized terminology, words, or phrases, used for indexing or content analysis and information retrieval, usually in a defined information domain."	CASRAI. https://casrai.org/term/controlled-vocabulary/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011495	Corpus	"A set of documents that has a scientific meaning. A corpus can be produced by an individual researchers activity (including its archival materials), or from a laboratory research, field campaign or science and culture heritage project, a survey, etc."	CASRAI. https://casrai.org/term/corpus/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011496	Correlation	"A statistical measure that indicates the extent to which two or more variables fluctuate together. Correlation does not imply causation. There may be, for example, an unknown factor that influences both variables similarly."	CASRAI. https://casrai.org/term/correlation/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011497	Corrupt data	"Deterioration of computer data as a result of some external agent such as viruses, hardware or software incompatibility, flaws, or failures, power outages, dust, water, extreme temperatures, etc."	CASRAI. https://casrai.org/term/corrupt-data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011498	Cross-disciplinary	"Explains aspects of one discipline in terms of another (e.g., the physics of music; the politics of literature)."	CASRAI. https://casrai.org/term/cross-disciplinary/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011499	Curation workflow	A type of workflow that includes active steps to curate data as an aid to on-going management of data through its lifecycle.	CASRAI. https://casrai.org/term/curation-workflow/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011500	Darwin information typing architecture	A document creation and management specification that builds content reuse into the authoring process.	CASRAI. https://casrai.org/term/darwin-information-typing-architecture/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011501	Data	"Facts, measurements, recordings, records, or observations about the world collected by scientists and others, with a minimum of contextual interpretation."	CASRAI. https://casrai.org/term/data/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011502	Data access protocol	A system that allows outsiders to be granted access to databases without overloading the system.	CASRAI. https://casrai.org/term/data-access-protocol/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011503	Data archive	An archival service providing the long-term permanent care and accessibility for digital objects with research value.	CASRAI. https://casrai.org/term/data-archive/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011504	Data availability	"The state when data are in the place needed by the user, at the time the user needs them, and in the form needed by the user."	CASRAI. https://casrai.org/term/data-availability/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011505	Data catalogue	A curated collection of metadata about datasets and their data elements.	CASRAI. https://casrai.org/term/data-catalogue/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011506	Data centre	"A facility providing IT services, such as servers, massive storage, and network connectivity."	CASRAI. https://casrai.org/term/data-centre/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011507	Data completeness	"The degree to which all required measures are known. Values may be designated as missing in order not to have empty cells, or missing values may be replaced with default or interpolated values. In the case of default or interpolated values, these must be flagged as such to distinguish them from actual measurements or observations."	CASRAI. https://casrai.org/term/data-completeness/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011508	Data compliance	"Data compliance consists of the ongoing processes to ensure adherence of data to both enterprise business rules (government department, university, industry, or agency), and to legal, regulatory and accreditation requirements."	CASRAI. https://casrai.org/term/data-compliance/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011509	Data container	"A software stack that is chunking digital objects at a physical layer. Typical containers are file systems, database management systems, content management systems, clouds etc."	CASRAI. https://casrai.org/term/data-container/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011510	Data dictionary	A collection of descriptions of the data objects or items in a data model.	CASRAI. https://casrai.org/term/data-dictionary/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011511	Data element	"A unit of data for which the definition, identification, representation (term used to represent it), and permissible values are specified by means of a set of attributes."	CASRAI. https://casrai.org/term/data-element/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011512	Data entity	"An object, event, or phenomenon about which data are stored in a database and which has intermediate representation in a Data Model."	CASRAI. https://casrai.org/term/data-entity/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011513	Data file format	The layout of a file in terms of how the data within the file are organized. A program that uses the data in a file must be able to recognize and possibly access data within the file.	CASRAI. https://casrai.org/term/data-file-format/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011514	Data identifier	An identifier that uniquely distinguishes one set of data from all others.	CASRAI. https://casrai.org/term/data-identifier/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011515	Data integrity	The assurance that information can only be accessed or modified by those authorized to do so.	CASRAI. https://casrai.org/term/data-integrity/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011516	Data item	A type of data element that expresses a proposition that binds one or more property values to some data entity.	CASRAI. https://casrai.org/term/data-item/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011517	Data lifecycle	"Refers to all the stages in the existence of digital information from creation to destruction. A lifecycle view is used to enable active management of the data objects and resource over time, thus maintaining accessibility and usability."	CASRAI. https://casrai.org/term/data-lifecycle/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011518	Data linkage	"The process of bringing together from two or more different sources, data that relate to the same individual, family, place or event)."	CASRAI. https://casrai.org/term/data-linkage/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011519	Data management infrastructure	An infrastructure used to provide data management and enforce data management policies. A data management infrastructure would include resources such as a data repository and an information catalogue.	CASRAI. https://casrai.org/term/data-management-infrastructure/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011520	Data management plan	A formal statement describing how research data will be managed and documented throughout a research project and the terms regarding the subsequent deposit of the data with a data repository for long-term management and preservation.	CASRAI. https://casrai.org/term/data-management-plan/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011521	Data management policy	"A written document backed by management describing policy and providing guidance to ensure that appropriate standards, consistent guidelines, and common strategies are used, providing linkages to and consistency with other similar systems, and fostering a true network across an organization producing data."	CASRAI. https://casrai.org/term/data-management-policy/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011522	Data mart	A repository of data designed to serve a particular community of knowledge workers. The goal of a data mart is to meet the particular demands of a specific group of users.	CASRAI. https://casrai.org/term/data-mart/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011523	Data model	"A model that specifies the structure or schema of a dataset. The model provides a documented description of the data and thus is an instance of metadata. It is a logical, relational data model showing an organized dataset as a collection of tables with entity, attributes and relations."	CASRAI. https://casrai.org/term/data-model/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011524	Data organization	"Denotes the complexity of measures that are used by a repository to form aggregations of data objects (including collections and metadata) to describe the properties of data objects, to register PIDs, to build the PID records, to link between all components, and to set up the containers (software stack) that are used to store all..."	CASRAI. https://casrai.org/term/data-organization/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011525	Data policy	"An organization's stated data/information management processes designed to assist and protect the organization's data research assets. It is a set of high-level principles that establish a guiding framework for data management. A data policy can be used to address strategic aspects such as data access, relevant legal matters, data stewardship issues and custodial duties, data..."	CASRAI. https://casrai.org/term/data-policy/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011526	Data quality	"The reliability and application efficiency of data. It is a perception or an assessment of dataset's fitness to serve its purpose in a given context. Aspects of data quality include: Accuracy, Completeness, Update status, Relevance, Consistency across data sources, Reliability, Appropriate presentation, Accessibility. Within an organization, acceptable data quality is crucial to operational and transactional..."	CASRAI. https://casrai.org/term/data-quality/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011527	Data reference model	A framework whose primary purpose is to enable information sharing and reuse across the federal government via the standard description and discovery of common data and the promotion of uniform data management practices.n/aCASRAI. https://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/DRM_2_0_Final.pdf	CASRAI. https://casrai.org/term/data-reference-model/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011528	Data retention policy	"An organization's established protocol for retaining information for operational or regulatory compliance needs. The objectives of a data retention policy are to keep important information for future use or reference, to organize information so it can be searched and accessed at a later date, and to dispose of information that is no longer needed."	CASRAI. https://casrai.org/term/data-retention-policy/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011529	Data standardization	In the context of data analysis and data mining: Where V represents the value of the variable in the original datasets: Transformation of data to have zero mean and unit variance. Techniques used include: (a) Data normalization; (b) z-score scaling; (c) Dividing each value by the range: recalculates each variable as V /(max V - ...	CASRAI. https://casrai.org/term/data-standardization/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011530	Data store	"A repository for persistently storing collections of data, such as a database, a file system or a directory. The data stored can be of any type that can be rendered in digital format and placed in electronic media. Examples include text, image, video files and audio files.n/ahttp://whatis.techtarget.com/definition/data-store"	CASRAI. https://casrai.org/term/data-store/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011531	Data stream	"A sequence of digitally encoded, coherent signals used to send or receive a representation of information content as transmitted.n/ahttp://smw-rda.esc.rzg.mpg.de/index.php/Main_Page"	CASRAI. https://casrai.org/term/data-stream/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011532	Data structure	"A specialized format for organizing and storing data. General data structure types include the array, the file, the record, the table, the tree, and so on. Any data structure is designed to organize data to suit a specific purpose so that it can be accessed and worked with in appropriate ways...."	CASRAI. https://casrai.org/term/data-structure/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011533	Data structure continuum	"The continuum of data structure that includes unstructured data, semi-structured data, and structured data.n/ahttp://whatis.techtarget.com/definition/semi-structured-data"	CASRAI. https://casrai.org/term/data-structure-continuum/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011534	Data table attribute	"1. A field or column in a database table. It is an abbreviation for 'physical data attribute' which is a single data element related to a data object, such as a table in a database. The database schema associates one or more attributes with each database entity (i.e. table). 2. A term for a logical..."	CASRAI. https://casrai.org/term/data-table-attribute/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011535	Data tension	"Human tension and/or stress related to the sharing or release of data resulting from concerns about: (a) unknowns about users, uses, and what users will learn from the data before the data producers themselves learn it; (b) what users will learn from the data; (c) data quality; (d) data traceability (or lack thereof); (e) potential..."	CASRAI. https://casrai.org/term/data-tension/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011536	Data traceability	"Data traceability follows the lifecycle of data to track all access and changes to the data. It helps demonstrate transparency, compliance and adherence to regulations. Data traceability, along with data compliance, can be considered part of a data audit process. Data traceability is fundamental to reproducible research.n/a"	CASRAI. https://casrai.org/term/data-traceability/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011537	Data type registry	"1. A registry that links data types of all sorts with the executable data processing functions that can be useful for working with a specific data type. Examples include: complex file types in biology (diagnosis), registering categories that appear in PID records to describe data properties. Data types range from complex digital objects to simple..."	CASRAI. https://casrai.org/term/data-type-registry/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011538	Data upload database	"A collection of interrelated data often with controlled redundancy, organized according to a scheme to serve one or more applications; the data are stored so that they can be used by several programs without concern for data structures or organization.n/ahttp://smw-rda.esc.rzg.mpg.de/index.php/Main_Page"	CASRAI. https://casrai.org/term/data-upload-database/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011539	Data warehouse	"A central repository for all or significant parts of the data that an organization's various business systems collect. A data warehouse tends to be a strategic but somewhat unfinished concept. Data warehousing emphasizes the capture of data from diverse sources for useful analysis and access, but does not generally start from the point-of-view of the &hellip; <a href=CASRAI. https://casrai.org/term/data-warehouse/ class=more-link"	CASRAI. https://casrai.org/term/data-warehouse/	Peter McQuilton	technical concept	CASRAI
http://fairsharing.org/fso/FSO_0011540	Database	"A collection of data that is organised in a according to a conceptual structure/model describing the characteristics of these data and the relationships among their corresponding entities, supporting one or more application areas. A database allows its contents to be easily accessed, managed and updated. The type of database used depends on the requirements of &hellip; <a href=CASRAI. https://casrai.org/term/database/ class=more-link"	CASRAI. https://casrai.org/term/database/	Peter McQuilton	technical concept	CASRAI
